Timestamp,ms_time,name,line,level,ADC,dist,flag
14:02.7,5329,logger,31,INFO,26776,12.9779,1
14:02.7,5330,logger,31,INFO,26790,12.9865,1
14:02.7,5330,logger,31,INFO,26794,12.9889,1
14:02.7,5330,logger,31,INFO,26791,12.9871,1
14:02.7,5412,logger,31,INFO,26793,12.9883,1
14:02.7,5412,logger,31,INFO,26791,12.9871,1
14:02.7,5413,logger,31,INFO,26791,12.9871,1
14:02.7,5414,logger,31,INFO,26794,12.9889,1
14:02.7,5414,logger,31,INFO,26791,12.9871,1
14:02.8,5469,logger,31,INFO,26791,12.9871,1
14:02.8,5470,logger,31,INFO,26789,12.9858,1
14:02.8,5470,logger,31,INFO,26794,12.9889,1
14:02.8,5471,logger,31,INFO,26790,12.9865,1
14:02.8,5471,logger,31,INFO,26790,12.9865,1
14:02.8,5472,logger,31,INFO,26793,12.9883,1
14:02.8,5472,logger,31,INFO,26792,12.9877,1
14:02.9,5534,logger,31,INFO,26794,12.9889,1
14:02.9,5534,logger,31,INFO,26790,12.9865,1
14:02.9,5535,logger,31,INFO,26789,12.9858,1
14:02.9,5535,logger,31,INFO,26791,12.9871,1
14:02.9,5535,logger,31,INFO,26790,12.9865,1
14:02.9,5536,logger,31,INFO,26791,12.9871,1
14:02.9,5595,logger,31,INFO,26791,12.9871,1
14:02.9,5597,logger,31,INFO,26792,12.9877,1
14:02.9,5597,logger,31,INFO,26791,12.9871,1
14:02.9,5597,logger,31,INFO,26792,12.9877,1
14:02.9,5597,logger,31,INFO,26792,12.9877,1
14:03.0,5651,logger,31,INFO,26788,12.9852,1
14:03.0,5652,logger,31,INFO,26791,12.9871,1
14:03.0,5652,logger,31,INFO,26791,12.9871,1
14:03.0,5652,logger,31,INFO,26789,12.9858,1
14:03.0,5653,logger,31,INFO,26791,12.9871,1
14:03.0,5706,logger,31,INFO,26791,12.9871,1
14:03.0,5707,logger,31,INFO,26793,12.9883,1
14:03.0,5707,logger,31,INFO,26791,12.9871,1
14:03.0,5707,logger,31,INFO,26791,12.9871,1
14:03.0,5708,logger,31,INFO,26789,12.9858,1
14:03.1,5769,logger,31,INFO,26789,12.9858,1
14:03.1,5769,logger,31,INFO,26791,12.9871,1
14:03.1,5770,logger,31,INFO,26789,12.9858,1
14:03.1,5770,logger,31,INFO,26791,12.9871,1
14:03.1,5771,logger,31,INFO,26789,12.9858,1
14:03.1,5771,logger,31,INFO,26790,12.9865,1
14:03.1,5818,logger,31,INFO,26794,12.9889,1
14:03.1,5819,logger,31,INFO,26789,12.9858,1
14:03.1,5819,logger,31,INFO,26789,12.9858,1
14:03.1,5819,logger,31,INFO,26788,12.9852,1
14:03.2,5897,logger,31,INFO,26790,12.9865,1
14:03.2,5898,logger,31,INFO,26788,12.9852,1
14:03.2,5899,logger,31,INFO,26789,12.9858,1
14:03.2,5899,logger,31,INFO,26791,12.9871,1
14:03.2,5899,logger,31,INFO,26790,12.9865,1
14:03.2,5900,logger,31,INFO,26790,12.9865,1
14:03.2,5900,logger,31,INFO,26786,12.984,1
14:03.3,5957,logger,31,INFO,26787,12.9846,1
14:03.3,5957,logger,31,INFO,26790,12.9865,1
14:03.3,5957,logger,31,INFO,26789,12.9858,1
14:03.3,5958,logger,31,INFO,26790,12.9865,1
14:03.3,5958,logger,31,INFO,26789,12.9858,1
14:03.3,6009,logger,31,INFO,26792,12.9877,1
14:03.3,6010,logger,31,INFO,26790,12.9865,1
14:03.3,6010,logger,31,INFO,26791,12.9871,1
14:03.3,6010,logger,31,INFO,26788,12.9852,1
14:03.3,6011,logger,31,INFO,26787,12.9846,1
14:03.4,6067,logger,31,INFO,26791,12.9871,1
14:03.4,6067,logger,31,INFO,26788,12.9852,1
14:03.4,6068,logger,31,INFO,26789,12.9858,1
14:03.4,6068,logger,31,INFO,26788,12.9852,1
14:03.4,6069,logger,31,INFO,26788,12.9852,1
14:03.5,6126,logger,31,INFO,26792,12.9877,1
14:03.5,6126,logger,31,INFO,26789,12.9858,1
14:03.5,6127,logger,31,INFO,26788,12.9852,1
14:03.5,6127,logger,31,INFO,26787,12.9846,1
