21:06:59.731,526,logger,31,INFO,5559, 0.0451, 0
21:06:59.732,527,logger,31,INFO,5560, 0.0457, 0
21:06:59.732,527,logger,31,INFO,5557, 0.0439, 0
21:06:59.733,528,logger,31,INFO,5558, 0.0445, 0
21:06:59.733,528,logger,31,INFO,5557, 0.0439, 0
21:06:59.733,528,logger,31,INFO,5557, 0.0439, 0
21:06:59.734,529,logger,31,INFO,5558, 0.0445, 0
21:06:59.734,529,logger,31,INFO,5556, 0.0433, 0
21:06:59.783,578,logger,31,INFO,5557, 0.0439, 0
21:06:59.784,579,logger,31,INFO,5557, 0.0439, 0
21:06:59.784,579,logger,31,INFO,5558, 0.0445, 0
21:06:59.785,579,logger,31,INFO,5557, 0.0439, 0
21:06:59.785,580,logger,31,INFO,5556, 0.0433, 0
21:06:59.837,632,logger,31,INFO,5557, 0.0439, 0
21:06:59.838,633,logger,31,INFO,5558, 0.0445, 0
21:06:59.838,633,logger,31,INFO,5559, 0.0451, 0
21:06:59.838,633,logger,31,INFO,5558, 0.0445, 0
21:06:59.899,694,logger,31,INFO,5557, 0.0439, 0
21:06:59.900,695,logger,31,INFO,5558, 0.0445, 0
21:06:59.900,695,logger,31,INFO,5557, 0.0439, 0
21:06:59.901,696,logger,31,INFO,5559, 0.0451, 0
21:06:59.901,696,logger,31,INFO,5556, 0.0433, 0
21:06:59.971,766,logger,31,INFO,5558, 0.0445, 0
21:06:59.971,766,logger,31,INFO,5557, 0.0439, 0
21:06:59.972,767,logger,31,INFO,5560, 0.0457, 0
21:06:59.972,767,logger,31,INFO,5558, 0.0445, 0
21:06:59.973,767,logger,31,INFO,5557, 0.0439, 0
21:06:59.973,768,logger,31,INFO,5557, 0.0439, 0
21:07:00.026,821,logger,31,INFO,5557, 0.0439, 0
21:07:00.027,822,logger,31,INFO,5557, 0.0439, 0
21:07:00.028,823,logger,31,INFO,5558, 0.0445, 0
21:07:00.028,823,logger,31,INFO,5560, 0.0457, 0
21:07:00.028,823,logger,31,INFO,5560, 0.0457, 0
21:07:00.029,824,logger,31,INFO,5559, 0.0451, 0
21:07:00.029,824,logger,31,INFO,5560, 0.0457, 0
21:07:00.090,885,logger,31,INFO,5559, 0.0451, 0
21:07:00.091,886,logger,31,INFO,5558, 0.0445, 0
21:07:00.092,887,logger,31,INFO,5557, 0.0439, 0
21:07:00.092,887,logger,31,INFO,5557, 0.0439, 0
21:07:00.092,887,logger,31,INFO,5558, 0.0445, 0
21:07:00.145,939,logger,31,INFO,5558, 0.0445, 0
21:07:00.145,940,logger,31,INFO,5557, 0.0439, 0
21:07:00.145,940,logger,31,INFO,5558, 0.0445, 0
21:07:00.146,940,logger,31,INFO,5558, 0.0445, 0
21:07:00.146,941,logger,31,INFO,5557, 0.0439, 0
21:07:00.206,1001,logger,31,INFO,5557, 0.0439, 0
21:07:00.207,1002,logger,31,INFO,5558, 0.0445, 0
21:07:00.208,1002,logger,31,INFO,5557, 0.0439, 0
21:07:00.208,1003,logger,31,INFO,5555, 0.0427, 0
21:07:00.208,1003,logger,31,INFO,5557, 0.0439, 0
21:07:00.208,1003,logger,31,INFO,5559, 0.0451, 0
21:07:00.279,1074,logger,31,INFO,5557, 0.0439, 0
21:07:00.280,1075,logger,31,INFO,5557, 0.0439, 0
21:07:00.280,1075,logger,31,INFO,5557, 0.0439, 0
21:07:00.280,1075,logger,31,INFO,5557, 0.0439, 0
21:07:00.281,1076,logger,31,INFO,5556, 0.0433, 0
21:07:00.281,1076,logger,31,INFO,5559, 0.0451, 0
21:07:00.281,1076,logger,31,INFO,5558, 0.0445, 0
21:07:00.331,1126,logger,31,INFO,5555, 0.0427, 0
21:07:00.331,1126,logger,31,INFO,5557, 0.0439, 0
21:07:00.332,1127,logger,31,INFO,5558, 0.0445, 0
21:07:00.332,1127,logger,31,INFO,5558, 0.0445, 0
21:07:00.387,1182,logger,31,INFO,5557, 0.0439, 0
21:07:00.387,1182,logger,31,INFO,5558, 0.0445, 0
21:07:00.388,1183,logger,31,INFO,5558, 0.0445, 0
21:07:00.389,1184,logger,31,INFO,5556, 0.0433, 0
21:07:00.389,1184,logger,31,INFO,5555, 0.0427, 0
21:07:00.442,1237,logger,31,INFO,5557, 0.0439, 0
21:07:00.443,1238,logger,31,INFO,5557, 0.0439, 0
21:07:00.443,1238,logger,31,INFO,5558, 0.0445, 0
21:07:00.443,1238,logger,31,INFO,5557, 0.0439, 0
21:07:00.444,1239,logger,31,INFO,5558, 0.0445, 0
21:07:00.502,1297,logger,31,INFO,5558, 0.0445, 0
21:07:00.502,1297,logger,31,INFO,5557, 0.0439, 0
21:07:00.503,1298,logger,31,INFO,5559, 0.0451, 0
21:07:00.503,1298,logger,31,INFO,5557, 0.0439, 0
21:07:00.503,1298,logger,31,INFO,5557, 0.0439, 0
21:07:00.558,1353,logger,31,INFO,5555, 0.0427, 0
21:07:00.558,1353,logger,31,INFO,5557, 0.0439, 0
21:07:00.559,1354,logger,31,INFO,5556, 0.0433, 0
21:07:00.559,1354,logger,31,INFO,5557, 0.0439, 0
21:07:00.560,1355,logger,31,INFO,5556, 0.0433, 0
21:07:00.612,1407,logger,31,INFO,5558, 0.0445, 0
21:07:00.612,1407,logger,31,INFO,5555, 0.0427, 0
21:07:00.613,1408,logger,31,INFO,5556, 0.0433, 0
21:07:00.613,1408,logger,31,INFO,5558, 0.0445, 0
21:07:00.613,1408,logger,31,INFO,5556, 0.0433, 0
21:07:00.613,1408,logger,31,INFO,5555, 0.0427, 0
21:07:00.671,1466,logger,31,INFO,5557, 0.0439, 0
21:07:00.672,1467,logger,31,INFO,5558, 0.0445, 0
21:07:00.672,1467,logger,31,INFO,5558, 0.0445, 0
21:07:00.673,1468,logger,31,INFO,5556, 0.0433, 0
21:07:00.732,1527,logger,31,INFO,5556, 0.0433, 0
21:07:00.733,1528,logger,31,INFO,5557, 0.0439, 0
21:07:00.733,1528,logger,31,INFO,5557, 0.0439, 0
21:07:00.734,1529,logger,31,INFO,5557, 0.0439, 0
21:07:00.734,1529,logger,31,INFO,5557, 0.0439, 0
21:07:00.735,1530,logger,31,INFO,5557, 0.0439, 0
